Date,Year,Quaer,MonthNumber,MonthName,Week,Day,DayName
30-05-2022,2022,Q2,5,May,23,30,Monday
31-05-2022,2022,Q2,5,May,23,31,Tuesday
01-06-2022,2022,Q2,6,June,23,1,Wednesday
02-06-2022,2022,Q2,6,June,23,2,Thursday
03-06-2022,2022,Q2,6,June,23,3,Friday
04-06-2022,2022,Q2,6,June,23,4,Saturday
05-06-2022,2022,Q2,6,June,23,5,Sunday
06-06-2022,2022,Q2,6,June,24,6,Monday
07-06-2022,2022,Q2,6,June,24,7,Tuesday
08-06-2022,2022,Q2,6,June,24,8,Wednesday
09-06-2022,2022,Q2,6,June,24,9,Thursday
10-06-2022,2022,Q2,6,June,24,10,Friday
11-06-2022,2022,Q2,6,June,24,11,Saturday
12-06-2022,2022,Q2,6,June,24,12,Sunday
13-06-2022,2022,Q2,6,June,25,13,Monday
14-06-2022,2022,Q2,6,June,25,14,Tuesday
15-06-2022,2022,Q2,6,June,25,15,Wednesday
16-06-2022,2022,Q2,6,June,25,16,Thursday
17-06-2022,2022,Q2,6,June,25,17,Friday
18-06-2022,2022,Q2,6,June,25,18,Saturday
19-06-2022,2022,Q2,6,June,25,19,Sunday
20-06-2022,2022,Q2,6,June,26,20,Monday
21-06-2022,2022,Q2,6,June,26,21,Tuesday
22-06-2022,2022,Q2,6,June,26,22,Wednesday
23-06-2022,2022,Q2,6,June,26,23,Thursday
24-06-2022,2022,Q2,6,June,26,24,Friday
25-06-2022,2022,Q2,6,June,26,25,Saturday
26-06-2022,2022,Q2,6,June,26,26,Sunday
27-06-2022,2022,Q2,6,June,27,27,Monday
28-06-2022,2022,Q2,6,June,27,28,Tuesday
29-06-2022,2022,Q2,6,June,27,29,Wednesday
30-06-2022,2022,Q2,6,June,27,30,Thursday
01-07-2022,2022,Q3,7,July,27,1,Friday
02-07-2022,2022,Q3,7,July,27,2,Saturday
03-07-2022,2022,Q3,7,July,27,3,Sunday
04-07-2022,2022,Q3,7,July,28,4,Monday
05-07-2022,2022,Q3,7,July,28,5,Tuesday
06-07-2022,2022,Q3,7,July,28,6,Wednesday
07-07-2022,2022,Q3,7,July,28,7,Thursday
08-07-2022,2022,Q3,7,July,28,8,Friday
09-07-2022,2022,Q3,7,July,28,9,Saturday
10-07-2022,2022,Q3,7,July,28,10,Sunday
11-07-2022,2022,Q3,7,July,29,11,Monday
12-07-2022,2022,Q3,7,July,29,12,Tuesday
13-07-2022,2022,Q3,7,July,29,13,Wednesday
14-07-2022,2022,Q3,7,July,29,14,Thursday
15-07-2022,2022,Q3,7,July,29,15,Friday
16-07-2022,2022,Q3,7,July,29,16,Saturday
17-07-2022,2022,Q3,7,July,29,17,Sunday
18-07-2022,2022,Q3,7,July,30,18,Monday
19-07-2022,2022,Q3,7,July,30,19,Tuesday
20-07-2022,2022,Q3,7,July,30,20,Wednesday
21-07-2022,2022,Q3,7,July,30,21,Thursday
22-07-2022,2022,Q3,7,July,30,22,Friday
23-07-2022,2022,Q3,7,July,30,23,Saturday
24-07-2022,2022,Q3,7,July,30,24,Sunday
25-07-2022,2022,Q3,7,July,31,25,Monday
26-07-2022,2022,Q3,7,July,31,26,Tuesday
27-07-2022,2022,Q3,7,July,31,27,Wednesday
28-07-2022,2022,Q3,7,July,31,28,Thursday
29-07-2022,2022,Q3,7,July,31,29,Friday
30-07-2022,2022,Q3,7,July,31,30,Saturday
31-07-2022,2022,Q3,7,July,31,31,Sunday
01-08-2022,2022,Q3,8,August,32,1,Monday
02-08-2022,2022,Q3,8,August,32,2,Tuesday
03-08-2022,2022,Q3,8,August,32,3,Wednesday
04-08-2022,2022,Q3,8,August,32,4,Thursday
05-08-2022,2022,Q3,8,August,32,5,Friday
06-08-2022,2022,Q3,8,August,32,6,Saturday
07-08-2022,2022,Q3,8,August,32,7,Sunday
08-08-2022,2022,Q3,8,August,33,8,Monday
09-08-2022,2022,Q3,8,August,33,9,Tuesday
10-08-2022,2022,Q3,8,August,33,10,Wednesday
11-08-2022,2022,Q3,8,August,33,11,Thursday
12-08-2022,2022,Q3,8,August,33,12,Friday
13-08-2022,2022,Q3,8,August,33,13,Saturday
14-08-2022,2022,Q3,8,August,33,14,Sunday
15-08-2022,2022,Q3,8,August,34,15,Monday
16-08-2022,2022,Q3,8,August,34,16,Tuesday
17-08-2022,2022,Q3,8,August,34,17,Wednesday
18-08-2022,2022,Q3,8,August,34,18,Thursday
19-08-2022,2022,Q3,8,August,34,19,Friday
20-08-2022,2022,Q3,8,August,34,20,Saturday
21-08-2022,2022,Q3,8,August,34,21,Sunday
22-08-2022,2022,Q3,8,August,35,22,Monday
23-08-2022,2022,Q3,8,August,35,23,Tuesday
24-08-2022,2022,Q3,8,August,35,24,Wednesday
25-08-2022,2022,Q3,8,August,35,25,Thursday
26-08-2022,2022,Q3,8,August,35,26,Friday
27-08-2022,2022,Q3,8,August,35,27,Saturday
28-08-2022,2022,Q3,8,August,35,28,Sunday
29-08-2022,2022,Q3,8,August,36,29,Monday
30-08-2022,2022,Q3,8,August,36,30,Tuesday
31-08-2022,2022,Q3,8,August,36,31,Wednesday
01-09-2022,2022,Q3,9,September,36,1,Thursday
02-09-2022,2022,Q3,9,September,36,2,Friday
03-09-2022,2022,Q3,9,September,36,3,Saturday
04-09-2022,2022,Q3,9,September,36,4,Sunday
05-09-2022,2022,Q3,9,September,37,5,Monday
06-09-2022,2022,Q3,9,September,37,6,Tuesday
07-09-2022,2022,Q3,9,September,37,7,Wednesday
08-09-2022,2022,Q3,9,September,37,8,Thursday
09-09-2022,2022,Q3,9,September,37,9,Friday
10-09-2022,2022,Q3,9,September,37,10,Saturday
11-09-2022,2022,Q3,9,September,37,11,Sunday
12-09-2022,2022,Q3,9,September,38,12,Monday
13-09-2022,2022,Q3,9,September,38,13,Tuesday
14-09-2022,2022,Q3,9,September,38,14,Wednesday
15-09-2022,2022,Q3,9,September,38,15,Thursday
16-09-2022,2022,Q3,9,September,38,16,Friday
17-09-2022,2022,Q3,9,September,38,17,Saturday
18-09-2022,2022,Q3,9,September,38,18,Sunday
19-09-2022,2022,Q3,9,September,39,19,Monday
20-09-2022,2022,Q3,9,September,39,20,Tuesday
21-09-2022,2022,Q3,9,September,39,21,Wednesday
22-09-2022,2022,Q3,9,September,39,22,Thursday
23-09-2022,2022,Q3,9,September,39,23,Friday
24-09-2022,2022,Q3,9,September,39,24,Saturday
25-09-2022,2022,Q3,9,September,39,25,Sunday
26-09-2022,2022,Q3,9,September,40,26,Monday
27-09-2022,2022,Q3,9,September,40,27,Tuesday
28-09-2022,2022,Q3,9,September,40,28,Wednesday
29-09-2022,2022,Q3,9,September,40,29,Thursday
30-09-2022,2022,Q3,9,September,40,30,Friday
01-10-2022,2022,Q4,10,October,40,1,Saturday
02-10-2022,2022,Q4,10,October,40,2,Sunday
03-10-2022,2022,Q4,10,October,41,3,Monday
04-10-2022,2022,Q4,10,October,41,4,Tuesday
05-10-2022,2022,Q4,10,October,41,5,Wednesday
06-10-2022,2022,Q4,10,October,41,6,Thursday
07-10-2022,2022,Q4,10,October,41,7,Friday
08-10-2022,2022,Q4,10,October,41,8,Saturday
09-10-2022,2022,Q4,10,October,41,9,Sunday
10-10-2022,2022,Q4,10,October,42,10,Monday
11-10-2022,2022,Q4,10,October,42,11,Tuesday
12-10-2022,2022,Q4,10,October,42,12,Wednesday
13-10-2022,2022,Q4,10,October,42,13,Thursday
14-10-2022,2022,Q4,10,October,42,14,Friday
15-10-2022,2022,Q4,10,October,42,15,Saturday
16-10-2022,2022,Q4,10,October,42,16,Sunday
17-10-2022,2022,Q4,10,October,43,17,Monday
18-10-2022,2022,Q4,10,October,43,18,Tuesday
19-10-2022,2022,Q4,10,October,43,19,Wednesday
20-10-2022,2022,Q4,10,October,43,20,Thursday
21-10-2022,2022,Q4,10,October,43,21,Friday
22-10-2022,2022,Q4,10,October,43,22,Saturday
23-10-2022,2022,Q4,10,October,43,23,Sunday
24-10-2022,2022,Q4,10,October,44,24,Monday
25-10-2022,2022,Q4,10,October,44,25,Tuesday
26-10-2022,2022,Q4,10,October,44,26,Wednesday
27-10-2022,2022,Q4,10,October,44,27,Thursday
28-10-2022,2022,Q4,10,October,44,28,Friday
29-10-2022,2022,Q4,10,October,44,29,Saturday
30-10-2022,2022,Q4,10,October,44,30,Sunday
31-10-2022,2022,Q4,10,October,45,31,Monday
01-11-2022,2022,Q4,11,November,45,1,Tuesday
02-11-2022,2022,Q4,11,November,45,2,Wednesday
03-11-2022,2022,Q4,11,November,45,3,Thursday
04-11-2022,2022,Q4,11,November,45,4,Friday
05-11-2022,2022,Q4,11,November,45,5,Saturday
06-11-2022,2022,Q4,11,November,45,6,Sunday
07-11-2022,2022,Q4,11,November,46,7,Monday
08-11-2022,2022,Q4,11,November,46,8,Tuesday
09-11-2022,2022,Q4,11,November,46,9,Wednesday
10-11-2022,2022,Q4,11,November,46,10,Thursday
11-11-2022,2022,Q4,11,November,46,11,Friday
12-11-2022,2022,Q4,11,November,46,12,Saturday
13-11-2022,2022,Q4,11,November,46,13,Sunday
14-11-2022,2022,Q4,11,November,47,14,Monday
15-11-2022,2022,Q4,11,November,47,15,Tuesday
16-11-2022,2022,Q4,11,November,47,16,Wednesday
17-11-2022,2022,Q4,11,November,47,17,Thursday
18-11-2022,2022,Q4,11,November,47,18,Friday
19-11-2022,2022,Q4,11,November,47,19,Saturday
20-11-2022,2022,Q4,11,November,47,20,Sunday
21-11-2022,2022,Q4,11,November,48,21,Monday
22-11-2022,2022,Q4,11,November,48,22,Tuesday
23-11-2022,2022,Q4,11,November,48,23,Wednesday
24-11-2022,2022,Q4,11,November,48,24,Thursday
25-11-2022,2022,Q4,11,November,48,25,Friday
26-11-2022,2022,Q4,11,November,48,26,Saturday
27-11-2022,2022,Q4,11,November,48,27,Sunday
28-11-2022,2022,Q4,11,November,49,28,Monday
29-11-2022,2022,Q4,11,November,49,29,Tuesday
30-11-2022,2022,Q4,11,November,49,30,Wednesday
01-12-2022,2022,Q4,12,December,49,1,Thursday
02-12-2022,2022,Q4,12,December,49,2,Friday
03-12-2022,2022,Q4,12,December,49,3,Saturday
04-12-2022,2022,Q4,12,December,49,4,Sunday
05-12-2022,2022,Q4,12,December,50,5,Monday
06-12-2022,2022,Q4,12,December,50,6,Tuesday
07-12-2022,2022,Q4,12,December,50,7,Wednesday
08-12-2022,2022,Q4,12,December,50,8,Thursday
09-12-2022,2022,Q4,12,December,50,9,Friday
10-12-2022,2022,Q4,12,December,50,10,Saturday
11-12-2022,2022,Q4,12,December,50,11,Sunday
12-12-2022,2022,Q4,12,December,51,12,Monday
13-12-2022,2022,Q4,12,December,51,13,Tuesday
14-12-2022,2022,Q4,12,December,51,14,Wednesday
15-12-2022,2022,Q4,12,December,51,15,Thursday
16-12-2022,2022,Q4,12,December,51,16,Friday
17-12-2022,2022,Q4,12,December,51,17,Saturday
18-12-2022,2022,Q4,12,December,51,18,Sunday
19-12-2022,2022,Q4,12,December,52,19,Monday
20-12-2022,2022,Q4,12,December,52,20,Tuesday
21-12-2022,2022,Q4,12,December,52,21,Wednesday
22-12-2022,2022,Q4,12,December,52,22,Thursday
23-12-2022,2022,Q4,12,December,52,23,Friday
24-12-2022,2022,Q4,12,December,52,24,Saturday
25-12-2022,2022,Q4,12,December,52,25,Sunday
26-12-2022,2022,Q4,12,December,53,26,Monday
27-12-2022,2022,Q4,12,December,53,27,Tuesday
28-12-2022,2022,Q4,12,December,53,28,Wednesday
29-12-2022,2022,Q4,12,December,53,29,Thursday
30-12-2022,2022,Q4,12,December,53,30,Friday
31-12-2022,2022,Q4,12,December,53,31,Saturday
01-01-2023,2023,Q1,1,January,1,1,Sunday
02-01-2023,2023,Q1,1,January,2,2,Monday
03-01-2023,2023,Q1,1,January,2,3,Tuesday
04-01-2023,2023,Q1,1,January,2,4,Wednesday
05-01-2023,2023,Q1,1,January,2,5,Thursday
06-01-2023,2023,Q1,1,January,2,6,Friday
07-01-2023,2023,Q1,1,January,2,7,Saturday
08-01-2023,2023,Q1,1,January,2,8,Sunday
09-01-2023,2023,Q1,1,January,3,9,Monday
10-01-2023,2023,Q1,1,January,3,10,Tuesday
11-01-2023,2023,Q1,1,January,3,11,Wednesday
12-01-2023,2023,Q1,1,January,3,12,Thursday
13-01-2023,2023,Q1,1,January,3,13,Friday
14-01-2023,2023,Q1,1,January,3,14,Saturday
15-01-2023,2023,Q1,1,January,3,15,Sunday
16-01-2023,2023,Q1,1,January,4,16,Monday
17-01-2023,2023,Q1,1,January,4,17,Tuesday
18-01-2023,2023,Q1,1,January,4,18,Wednesday
19-01-2023,2023,Q1,1,January,4,19,Thursday
20-01-2023,2023,Q1,1,January,4,20,Friday
21-01-2023,2023,Q1,1,January,4,21,Saturday
22-01-2023,2023,Q1,1,January,4,22,Sunday
23-01-2023,2023,Q1,1,January,5,23,Monday
24-01-2023,2023,Q1,1,January,5,24,Tuesday
25-01-2023,2023,Q1,1,January,5,25,Wednesday
26-01-2023,2023,Q1,1,January,5,26,Thursday
27-01-2023,2023,Q1,1,January,5,27,Friday
28-01-2023,2023,Q1,1,January,5,28,Saturday
29-01-2023,2023,Q1,1,January,5,29,Sunday
30-01-2023,2023,Q1,1,January,6,30,Monday
31-01-2023,2023,Q1,1,January,6,31,Tuesday
01-02-2023,2023,Q1,2,February,6,1,Wednesday
02-02-2023,2023,Q1,2,February,6,2,Thursday
03-02-2023,2023,Q1,2,February,6,3,Friday
04-02-2023,2023,Q1,2,February,6,4,Saturday
05-02-2023,2023,Q1,2,February,6,5,Sunday
06-02-2023,2023,Q1,2,February,7,6,Monday
07-02-2023,2023,Q1,2,February,7,7,Tuesday
08-02-2023,2023,Q1,2,February,7,8,Wednesday
09-02-2023,2023,Q1,2,February,7,9,Thursday
10-02-2023,2023,Q1,2,February,7,10,Friday
11-02-2023,2023,Q1,2,February,7,11,Saturday
12-02-2023,2023,Q1,2,February,7,12,Sunday
13-02-2023,2023,Q1,2,February,8,13,Monday
14-02-2023,2023,Q1,2,February,8,14,Tuesday
15-02-2023,2023,Q1,2,February,8,15,Wednesday
16-02-2023,2023,Q1,2,February,8,16,Thursday
17-02-2023,2023,Q1,2,February,8,17,Friday
18-02-2023,2023,Q1,2,February,8,18,Saturday
19-02-2023,2023,Q1,2,February,8,19,Sunday
20-02-2023,2023,Q1,2,February,9,20,Monday
21-02-2023,2023,Q1,2,February,9,21,Tuesday
22-02-2023,2023,Q1,2,February,9,22,Wednesday
23-02-2023,2023,Q1,2,February,9,23,Thursday
24-02-2023,2023,Q1,2,February,9,24,Friday
25-02-2023,2023,Q1,2,February,9,25,Saturday
26-02-2023,2023,Q1,2,February,9,26,Sunday
27-02-2023,2023,Q1,2,February,10,27,Monday
28-02-2023,2023,Q1,2,February,10,28,Tuesday
01-03-2023,2023,Q1,3,March,10,1,Wednesday
02-03-2023,2023,Q1,3,March,10,2,Thursday
03-03-2023,2023,Q1,3,March,10,3,Friday
04-03-2023,2023,Q1,3,March,10,4,Saturday
05-03-2023,2023,Q1,3,March,10,5,Sunday
06-03-2023,2023,Q1,3,March,11,6,Monday
07-03-2023,2023,Q1,3,March,11,7,Tuesday
08-03-2023,2023,Q1,3,March,11,8,Wednesday
09-03-2023,2023,Q1,3,March,11,9,Thursday
10-03-2023,2023,Q1,3,March,11,10,Friday
11-03-2023,2023,Q1,3,March,11,11,Saturday
12-03-2023,2023,Q1,3,March,11,12,Sunday
13-03-2023,2023,Q1,3,March,12,13,Monday
14-03-2023,2023,Q1,3,March,12,14,Tuesday
15-03-2023,2023,Q1,3,March,12,15,Wednesday
16-03-2023,2023,Q1,3,March,12,16,Thursday
17-03-2023,2023,Q1,3,March,12,17,Friday
18-03-2023,2023,Q1,3,March,12,18,Saturday
19-03-2023,2023,Q1,3,March,12,19,Sunday
20-03-2023,2023,Q1,3,March,13,20,Monday
21-03-2023,2023,Q1,3,March,13,21,Tuesday
22-03-2023,2023,Q1,3,March,13,22,Wednesday
23-03-2023,2023,Q1,3,March,13,23,Thursday
24-03-2023,2023,Q1,3,March,13,24,Friday
25-03-2023,2023,Q1,3,March,13,25,Saturday
26-03-2023,2023,Q1,3,March,13,26,Sunday
27-03-2023,2023,Q1,3,March,14,27,Monday
28-03-2023,2023,Q1,3,March,14,28,Tuesday
29-03-2023,2023,Q1,3,March,14,29,Wednesday
30-03-2023,2023,Q1,3,March,14,30,Thursday
31-03-2023,2023,Q1,3,March,14,31,Friday
01-04-2023,2023,Q2,4,April,14,1,Saturday
02-04-2023,2023,Q2,4,April,14,2,Sunday
03-04-2023,2023,Q2,4,April,15,3,Monday
04-04-2023,2023,Q2,4,April,15,4,Tuesday
05-04-2023,2023,Q2,4,April,15,5,Wednesday
06-04-2023,2023,Q2,4,April,15,6,Thursday
07-04-2023,2023,Q2,4,April,15,7,Friday
08-04-2023,2023,Q2,4,April,15,8,Saturday
09-04-2023,2023,Q2,4,April,15,9,Sunday
10-04-2023,2023,Q2,4,April,16,10,Monday
11-04-2023,2023,Q2,4,April,16,11,Tuesday
12-04-2023,2023,Q2,4,April,16,12,Wednesday
13-04-2023,2023,Q2,4,April,16,13,Thursday
14-04-2023,2023,Q2,4,April,16,14,Friday
15-04-2023,2023,Q2,4,April,16,15,Saturday
16-04-2023,2023,Q2,4,April,16,16,Sunday
17-04-2023,2023,Q2,4,April,17,17,Monday
18-04-2023,2023,Q2,4,April,17,18,Tuesday
19-04-2023,2023,Q2,4,April,17,19,Wednesday
20-04-2023,2023,Q2,4,April,17,20,Thursday
21-04-2023,2023,Q2,4,April,17,21,Friday
22-04-2023,2023,Q2,4,April,17,22,Saturday
23-04-2023,2023,Q2,4,April,17,23,Sunday
24-04-2023,2023,Q2,4,April,18,24,Monday
25-04-2023,2023,Q2,4,April,18,25,Tuesday
26-04-2023,2023,Q2,4,April,18,26,Wednesday
27-04-2023,2023,Q2,4,April,18,27,Thursday
28-04-2023,2023,Q2,4,April,18,28,Friday
29-04-2023,2023,Q2,4,April,18,29,Saturday
30-04-2023,2023,Q2,4,April,18,30,Sunday
01-05-2023,2023,Q2,5,May,19,1,Monday
02-05-2023,2023,Q2,5,May,19,2,Tuesday
03-05-2023,2023,Q2,5,May,19,3,Wednesday
04-05-2023,2023,Q2,5,May,19,4,Thursday
05-05-2023,2023,Q2,5,May,19,5,Friday
06-05-2023,2023,Q2,5,May,19,6,Saturday
07-05-2023,2023,Q2,5,May,19,7,Sunday
08-05-2023,2023,Q2,5,May,20,8,Monday
09-05-2023,2023,Q2,5,May,20,9,Tuesday
10-05-2023,2023,Q2,5,May,20,10,Wednesday
11-05-2023,2023,Q2,5,May,20,11,Thursday
12-05-2023,2023,Q2,5,May,20,12,Friday
13-05-2023,2023,Q2,5,May,20,13,Saturday
14-05-2023,2023,Q2,5,May,20,14,Sunday
15-05-2023,2023,Q2,5,May,21,15,Monday
16-05-2023,2023,Q2,5,May,21,16,Tuesday
17-05-2023,2023,Q2,5,May,21,17,Wednesday
18-05-2023,2023,Q2,5,May,21,18,Thursday
19-05-2023,2023,Q2,5,May,21,19,Friday
20-05-2023,2023,Q2,5,May,21,20,Saturday
21-05-2023,2023,Q2,5,May,21,21,Sunday
22-05-2023,2023,Q2,5,May,22,22,Monday
23-05-2023,2023,Q2,5,May,22,23,Tuesday
24-05-2023,2023,Q2,5,May,22,24,Wednesday
25-05-2023,2023,Q2,5,May,22,25,Thursday
26-05-2023,2023,Q2,5,May,22,26,Friday
27-05-2023,2023,Q2,5,May,22,27,Saturday
28-05-2023,2023,Q2,5,May,22,28,Sunday
29-05-2023,2023,Q2,5,May,23,29,Monday
30-05-2023,2023,Q2,5,May,23,30,Tuesday
31-05-2023,2023,Q2,5,May,23,31,Wednesday
01-06-2023,2023,Q2,6,June,23,1,Thursday
02-06-2023,2023,Q2,6,June,23,2,Friday
03-06-2023,2023,Q2,6,June,23,3,Saturday
04-06-2023,2023,Q2,6,June,23,4,Sunday
05-06-2023,2023,Q2,6,June,24,5,Monday
06-06-2023,2023,Q2,6,June,24,6,Tuesday
07-06-2023,2023,Q2,6,June,24,7,Wednesday
08-06-2023,2023,Q2,6,June,24,8,Thursday
09-06-2023,2023,Q2,6,June,24,9,Friday
10-06-2023,2023,Q2,6,June,24,10,Saturday
11-06-2023,2023,Q2,6,June,24,11,Sunday
12-06-2023,2023,Q2,6,June,25,12,Monday
13-06-2023,2023,Q2,6,June,25,13,Tuesday
14-06-2023,2023,Q2,6,June,25,14,Wednesday
15-06-2023,2023,Q2,6,June,25,15,Thursday
16-06-2023,2023,Q2,6,June,25,16,Friday
17-06-2023,2023,Q2,6,June,25,17,Saturday
18-06-2023,2023,Q2,6,June,25,18,Sunday
19-06-2023,2023,Q2,6,June,26,19,Monday
20-06-2023,2023,Q2,6,June,26,20,Tuesday
21-06-2023,2023,Q2,6,June,26,21,Wednesday
22-06-2023,2023,Q2,6,June,26,22,Thursday
23-06-2023,2023,Q2,6,June,26,23,Friday
24-06-2023,2023,Q2,6,June,26,24,Saturday
25-06-2023,2023,Q2,6,June,26,25,Sunday
26-06-2023,2023,Q2,6,June,27,26,Monday
27-06-2023,2023,Q2,6,June,27,27,Tuesday
28-06-2023,2023,Q2,6,June,27,28,Wednesday
29-06-2023,2023,Q2,6,June,27,29,Thursday
30-06-2023,2023,Q2,6,June,27,30,Friday
01-07-2023,2023,Q3,7,July,27,1,Saturday
02-07-2023,2023,Q3,7,July,27,2,Sunday
03-07-2023,2023,Q3,7,July,28,3,Monday
04-07-2023,2023,Q3,7,July,28,4,Tuesday
05-07-2023,2023,Q3,7,July,28,5,Wednesday
06-07-2023,2023,Q3,7,July,28,6,Thursday
07-07-2023,2023,Q3,7,July,28,7,Friday
08-07-2023,2023,Q3,7,July,28,8,Saturday
09-07-2023,2023,Q3,7,July,28,9,Sunday
10-07-2023,2023,Q3,7,July,29,10,Monday
11-07-2023,2023,Q3,7,July,29,11,Tuesday
12-07-2023,2023,Q3,7,July,29,12,Wednesday
13-07-2023,2023,Q3,7,July,29,13,Thursday
14-07-2023,2023,Q3,7,July,29,14,Friday
15-07-2023,2023,Q3,7,July,29,15,Saturday
16-07-2023,2023,Q3,7,July,29,16,Sunday
17-07-2023,2023,Q3,7,July,30,17,Monday
18-07-2023,2023,Q3,7,July,30,18,Tuesday
19-07-2023,2023,Q3,7,July,30,19,Wednesday
20-07-2023,2023,Q3,7,July,30,20,Thursday
21-07-2023,2023,Q3,7,July,30,21,Friday
22-07-2023,2023,Q3,7,July,30,22,Saturday
23-07-2023,2023,Q3,7,July,30,23,Sunday
24-07-2023,2023,Q3,7,July,31,24,Monday
25-07-2023,2023,Q3,7,July,31,25,Tuesday
26-07-2023,2023,Q3,7,July,31,26,Wednesday
27-07-2023,2023,Q3,7,July,31,27,Thursday
28-07-2023,2023,Q3,7,July,31,28,Friday
29-07-2023,2023,Q3,7,July,31,29,Saturday
30-07-2023,2023,Q3,7,July,31,30,Sunday
31-07-2023,2023,Q3,7,July,32,31,Monday
01-08-2023,2023,Q3,8,August,32,1,Tuesday
02-08-2023,2023,Q3,8,August,32,2,Wednesday
03-08-2023,2023,Q3,8,August,32,3,Thursday
04-08-2023,2023,Q3,8,August,32,4,Friday
05-08-2023,2023,Q3,8,August,32,5,Saturday
06-08-2023,2023,Q3,8,August,32,6,Sunday
07-08-2023,2023,Q3,8,August,33,7,Monday
08-08-2023,2023,Q3,8,August,33,8,Tuesday
09-08-2023,2023,Q3,8,August,33,9,Wednesday
10-08-2023,2023,Q3,8,August,33,10,Thursday
11-08-2023,2023,Q3,8,August,33,11,Friday
12-08-2023,2023,Q3,8,August,33,12,Saturday
13-08-2023,2023,Q3,8,August,33,13,Sunday
14-08-2023,2023,Q3,8,August,34,14,Monday
15-08-2023,2023,Q3,8,August,34,15,Tuesday
16-08-2023,2023,Q3,8,August,34,16,Wednesday
17-08-2023,2023,Q3,8,August,34,17,Thursday
18-08-2023,2023,Q3,8,August,34,18,Friday
19-08-2023,2023,Q3,8,August,34,19,Saturday
20-08-2023,2023,Q3,8,August,34,20,Sunday
21-08-2023,2023,Q3,8,August,35,21,Monday
22-08-2023,2023,Q3,8,August,35,22,Tuesday
23-08-2023,2023,Q3,8,August,35,23,Wednesday
24-08-2023,2023,Q3,8,August,35,24,Thursday
25-08-2023,2023,Q3,8,August,35,25,Friday
26-08-2023,2023,Q3,8,August,35,26,Saturday
27-08-2023,2023,Q3,8,August,35,27,Sunday
28-08-2023,2023,Q3,8,August,36,28,Monday
29-08-2023,2023,Q3,8,August,36,29,Tuesday
30-08-2023,2023,Q3,8,August,36,30,Wednesday
31-08-2023,2023,Q3,8,August,36,31,Thursday
01-09-2023,2023,Q3,9,September,36,1,Friday
02-09-2023,2023,Q3,9,September,36,2,Saturday
03-09-2023,2023,Q3,9,September,36,3,Sunday
04-09-2023,2023,Q3,9,September,37,4,Monday
05-09-2023,2023,Q3,9,September,37,5,Tuesday
06-09-2023,2023,Q3,9,September,37,6,Wednesday
07-09-2023,2023,Q3,9,September,37,7,Thursday
08-09-2023,2023,Q3,9,September,37,8,Friday
09-09-2023,2023,Q3,9,September,37,9,Saturday
10-09-2023,2023,Q3,9,September,37,10,Sunday
11-09-2023,2023,Q3,9,September,38,11,Monday
12-09-2023,2023,Q3,9,September,38,12,Tuesday
13-09-2023,2023,Q3,9,September,38,13,Wednesday
14-09-2023,2023,Q3,9,September,38,14,Thursday
15-09-2023,2023,Q3,9,September,38,15,Friday
16-09-2023,2023,Q3,9,September,38,16,Saturday
17-09-2023,2023,Q3,9,September,38,17,Sunday
18-09-2023,2023,Q3,9,September,39,18,Monday
19-09-2023,2023,Q3,9,September,39,19,Tuesday
20-09-2023,2023,Q3,9,September,39,20,Wednesday
21-09-2023,2023,Q3,9,September,39,21,Thursday
22-09-2023,2023,Q3,9,September,39,22,Friday
23-09-2023,2023,Q3,9,September,39,23,Saturday
24-09-2023,2023,Q3,9,September,39,24,Sunday
25-09-2023,2023,Q3,9,September,40,25,Monday
26-09-2023,2023,Q3,9,September,40,26,Tuesday
27-09-2023,2023,Q3,9,September,40,27,Wednesday
28-09-2023,2023,Q3,9,September,40,28,Thursday
29-09-2023,2023,Q3,9,September,40,29,Friday
30-09-2023,2023,Q3,9,September,40,30,Saturday
01-10-2023,2023,Q4,10,October,40,1,Sunday
02-10-2023,2023,Q4,10,October,41,2,Monday
03-10-2023,2023,Q4,10,October,41,3,Tuesday
04-10-2023,2023,Q4,10,October,41,4,Wednesday
05-10-2023,2023,Q4,10,October,41,5,Thursday
06-10-2023,2023,Q4,10,October,41,6,Friday
07-10-2023,2023,Q4,10,October,41,7,Saturday
08-10-2023,2023,Q4,10,October,41,8,Sunday
09-10-2023,2023,Q4,10,October,42,9,Monday
10-10-2023,2023,Q4,10,October,42,10,Tuesday
11-10-2023,2023,Q4,10,October,42,11,Wednesday
12-10-2023,2023,Q4,10,October,42,12,Thursday
13-10-2023,2023,Q4,10,October,42,13,Friday
14-10-2023,2023,Q4,10,October,42,14,Saturday
15-10-2023,2023,Q4,10,October,42,15,Sunday
16-10-2023,2023,Q4,10,October,43,16,Monday
17-10-2023,2023,Q4,10,October,43,17,Tuesday
18-10-2023,2023,Q4,10,October,43,18,Wednesday
19-10-2023,2023,Q4,10,October,43,19,Thursday
20-10-2023,2023,Q4,10,October,43,20,Friday
21-10-2023,2023,Q4,10,October,43,21,Saturday
22-10-2023,2023,Q4,10,October,43,22,Sunday
23-10-2023,2023,Q4,10,October,44,23,Monday
24-10-2023,2023,Q4,10,October,44,24,Tuesday
25-10-2023,2023,Q4,10,October,44,25,Wednesday
26-10-2023,2023,Q4,10,October,44,26,Thursday
27-10-2023,2023,Q4,10,October,44,27,Friday
28-10-2023,2023,Q4,10,October,44,28,Saturday
